Key,english
gunsaiga12Desc,"[BB00FF]Saiga-12K [-][FFFFFF]Semi-Automatic Shotgun\n\n[FFEB04]Compatible Ammo:[-]\n[00FF00]EFTX: [-][FFFFFF] 12/70 Buckshot, Flechette, Slug\n[-][FE7B7C]Vanilla: [-][FFFFFF] Shotgun Shell, AP Slug, Breaching Slug[-]\n\nRepair with a [D3CE1D]Weapon Repair Kit[-]\n\nCan equip an [D3CE1D]M203[-] Grenade Launcher\nRequires a grip to equip flashlights/lasers"
gunAA12,"[BB00FF]AA-12[-]"
gunAA12Desc,"[BB00FF]MPS Auto Assault-12 Gen 2 [-][FFFFFF]Automatic Shotgun\n\n[FFEB04]Compatible Ammo:[-]\n[00FF00]EFTX: [-][FFFFFF] 12/70 Buckshot, Flechette, Slug\n[-][FE7B7C]Vanilla: [-][FFFFFF] Shotgun Shell, AP Slug, Breaching Slug[-]\n\nRepair with a [D3CE1D]Weapon Repair Kit[-]"

gunfn40gl,"[09FF00]FN40GL[-]"
gunfn40glDesc,"[09FF00]FN40GL Mk2 [-][FFFFFF]Grenade Launcher\n\n[FFEB04]Compatible Ammo:[-]\n[00FF00]EFTX: [-][FFFFFF] 40×46mm M381 (HE) Grenade, 40×46mm M576 MPB[-]\n\nRepair with a [D3CE1D]Weapon Repair Kit[-]"
gunchinalake,"[004CFF]China Lake[-]"
gunchinalakeDesc,"[004CFF]NAWS China Lake [-][FFFFFF]Grenade Launcher\n\n[FFEB04]Compatible Ammo:[-]\n[00FF00]EFTX: [-][FFFFFF] 40×46mm M381 (HE) Grenade, 40×46mm M576 MPB[-]\n\nRepair with a [D3CE1D]Weapon Repair Kit[-]"
gunm32a1mgl,"[BB00FF]M32A1[-]"
gunm32a1mglDesc,"[BB00FF]Milkor M32A1 MSGL [-][FFFFFF]Grenade Launcher\n\n[FFEB04]Compatible Ammo:[-]\n[00FF00]EFTX: [-][FFFFFF] 40×46mm M381 (HE) Grenade, 40×46mm M576 MPB[-]\n\nRepair with a [D3CE1D]Weapon Repair Kit[-]"
gunrpg7,"[FFD700]RPG-7[-]"
gunrpg7Desc,"[FFD700]RPG-7 [-][FFFFFF]Rocket Launcher\n\n[FFEB04]Compatible Ammo:[-]\n[00FF00]EFTX: [-][FFFFFF] PG-7VL Warhead[-]\n\nRepair with a [D3CE1D]Weapon Repair Kit[-]"
gunrpg26,"[FFD700]RPG-26[-]"
gunrpg26Desc,"[FFD700]RPG-26 [-][FFFFFF]Rocket Launcher\n\n[FFEB04]Compatible Ammo:[-]\n[00FF00]EFTX: [-][FFFFFF] SHG-725 Warhead[-]\n\nRepair with a [D3CE1D]Weapon Repair Kit[-]"

gunadar,"[09FF00]ADAR[-]"
gunadarDesc,"[09FF00]ADAR 2-15 [-][FFFFFF]Marksman Rifle\n\n[FFEB04]Compatible Ammo:[-]\n[00FF00]EFTX: [-][FFFFFF] 5.56×45mm Ammo\n[-][FE7B7C]Vanilla: [-][FFFFFF] 7.62mm Ammo[-]\n\nRepair with a [D3CE1D]Weapon Repair Kit[-]"
gunauga3,"[004CFF]AUG A3[-]"
gunauga3Desc,"[004CFF]STEYR AUG A3 [-][FFFFFF]Assault Rifle\n\n[FFEB04]Compatible Ammo:[-]\n[00FF00]EFTX: [-][FFFFFF] 5.56×45mm Ammo\n[-][FE7B7C]Vanilla: [-][FFFFFF] 7.62mm Ammo[-]\n\nRepair with a [D3CE1D]Weapon Repair Kit[-]\n\nCan equip an [D3CE1D]M203[-] Grenade Launcher"
gung36kv2,"[004CFF]G36 KV2[-]"
gung36kv2Desc,"[004CFF]HK G36 KV2 [-][FFFFFF]Assault Rifle\n\n[FFEB04]Compatible Ammo:[-]\n[00FF00]EFTX: [-][FFFFFF] 5.56×45mm Ammo\n[-][FE7B7C]Vanilla: [-][FFFFFF] 7.62mm Ammo[-]\n\nRepair with a [D3CE1D]Weapon Repair Kit[-]\n\nCan equip an [D3CE1D]M203[-] Grenade Launcher"
gunm4a1,"[004CFF]M4A1[-]"
gunm4a1Desc,"[004CFF]Colt M4A1 [-][FFFFFF]Assault Rifle\n\n[FFEB04]Compatible Ammo:[-]\n[00FF00]EFTX: [-][FFFFFF] 5.56×45mm Ammo\n[-][FE7B7C]Vanilla: [-][FFFFFF] 7.62mm Ammo[-]\n\nRepair with a [D3CE1D]Weapon Repair Kit[-]\n\nCan equip an [D3CE1D]M203[-] Grenade Launcher\nRequires a grip to equip flashlights/lasers"
gunm16a4,"[004CFF]M16A4[-]"
gunm16a4Desc,"[004CFF]Colt M16A4 [-][FFFFFF]Assault Rifle\n\n[FFEB04]Compatible Ammo:[-]\n[00FF00]EFTX: [-][FFFFFF] 5.56×45mm Ammo\n[-][FE7B7C]Vanilla: [-][FFFFFF] 7.62mm Ammo[-]\n\nRepair with a [D3CE1D]Weapon Repair Kit[-]\n\nCan equip an [D3CE1D]M203[-] Grenade Launcher"
gunhk416,"[BB00FF]HK416A5[-]"
gunhk416Desc,"[BB00FF]HK416A5 [-][FFFFFF]Assault Rifle\n\n[FFEB04]Compatible Ammo:[-]\n[00FF00]EFTX: [-][FFFFFF] 5.56×45mm Ammo\n[-][FE7B7C]Vanilla: [-][FFFFFF] 7.62mm Ammo[-]\n\nRepair with a [D3CE1D]Weapon Repair Kit[-]\n\nCan equip an [D3CE1D]M203[-] Grenade Launcher"
gunIWItavorx95,"[BB00FF]Tavor X95[-]"
gunIWItavorx95Desc,"[BB00FF]IWI Tavor X95 [-][FFFFFF]Assault Rifle\n\n[FFEB04]Compatible Ammo:[-]\n[00FF00]EFTX: [-][FFFFFF] 5.56×45mm Ammo\n[-][FE7B7C]Vanilla: [-][FFFFFF] 7.62mm Ammo[-]\n\nRepair with a [D3CE1D]Weapon Repair Kit[-]"
gunIWIcarmel,"[BB00FF]Carmel[-]"
gunIWIcarmelDesc,"[BB00FF]IWI Carmel [-][FFFFFF]Assault Rifle\n\n[FFEB04]Compatible Ammo:[-]\n[00FF00]EFTX: [-][FFFFFF] 5.56×45mm Ammo\n[-][FE7B7C]Vanilla: [-][FFFFFF] 7.62mm Ammo[-]\n\nRepair with a [D3CE1D]Weapon Repair Kit[-]"
gunak300velociraptor,"[09FF00]Velociraptor[-]"
gunak300velociraptorDesc,"[09FF00]Aklys Defense Velociraptor [-][FFFFFF]Assault Rifle\n\n[FFEB04]Compatible Ammo:[-]\n[00FF00]EFTX: [-][FFFFFF] .300 blk Ammo\n[-][FE7B7C]Vanilla: [-][FFFFFF] 7.62mm Ammo[-]\n\nRepair with a [D3CE1D]Weapon Repair Kit[-]\n\nHas an [4FBE28]Integrated Suppressor[-]"
gunhoneybadger,"[004CFF]Honey Badger[-]"
gunhoneybadgerDesc,"[004CFF]AAC Honey Badger [-][FFFFFF]Assault Rifle\n\n[FFEB04]Compatible Ammo:[-]\n[00FF00]EFTX: [-][FFFFFF] .300 blk Ammo\n[-][FE7B7C]Vanilla: [-][FFFFFF] 7.62mm Ammo[-]\n\nRepair with a [D3CE1D]Weapon Repair Kit[-]\n\nCan equip an [D3CE1D]M203[-] Grenade Launcher\nHas an [4FBE28]Integrated Suppressor[-]"
gunmcx,"[BB00FF]SIG MCX[-]"
gunmcxDesc,"[BB00FF]SIG MCX [-][FFFFFF]Assault Rifle\n\n[FFEB04]Compatible Ammo:[-]\n[00FF00]EFTX: [-][FFFFFF] .300 blk Ammo\n[-][FE7B7C]Vanilla: [-][FFFFFF] 7.62mm Ammo[-]\n\nRepair with a [D3CE1D]Weapon Repair Kit[-]\n\nCan equip an [D3CE1D]M203[-] Grenade Launcher"
gunm700,"[09FF00]M700[-]"
gunm700Desc,"[09FF00]Remington Model 700 [-][FFFFFF]Sniper Rifle\n\n[FFEB04]Compatible Ammo:[-]\n[00FF00]EFTX: [-][FFFFFF] 7.62×51mm Ammo\n[-][FE7B7C]Vanilla: [-][FFFFFF] 7.62mm Ammo[-]\n\nRepair with a [D3CE1D]Weapon Repair Kit[-]"
gundvl10,"[004CFF]DVL-10 'Saboteur'[-]"
gundvl10Desc,"[004CFF]DVL-10 'Saboteur' [-][FFFFFF]Sniper Rifle\n\n[FFEB04]Compatible Ammo:[-]\n[00FF00]EFTX: [-][FFFFFF] 7.62×51mm Ammo\n[-][FE7B7C]Vanilla: [-][FFFFFF] 7.62mm Ammo[-]\n\nRepair with a [D3CE1D]Weapon Repair Kit[-]\n\nHas an [4FBE28]Integrated Suppressor[-]"
gunt5000,"[004CFF]T-5000[-]"
gunt5000Desc,"[004CFF]Orsis T-5000 [-][FFFFFF]Sniper Rifle\n\n[FFEB04]Compatible Ammo:[-]\n[00FF00]EFTX: [-][FFFFFF] 7.62×51mm Ammo\n[-][FE7B7C]Vanilla: [-][FFFFFF] 7.62mm Ammo[-]\n\nRepair with a [D3CE1D]Weapon Repair Kit[-]"
gunFALsa58dmr,"[004CFF]FN FAL DMR[-]"
gunFALsa58dmrDesc,"[004CFF]FN FAL [-][FFFFFF]Marksman Rifle\n\n[FFEB04]Compatible Ammo:[-]\n[00FF00]EFTX: [-][FFFFFF] 7.62×51mm Ammo\n[-][FE7B7C]Vanilla: [-][FFFFFF] 7.62mm Ammo[-]\n\nRepair with a [D3CE1D]Weapon Repair Kit[-]\n\nCan equip an [D3CE1D]M203[-] Grenade Launcher"
gunm1aEBR,"[004CFF]M1A EBR[-]"
